"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"420064357532577792","Mon Jan 06 05:28:41 +0000 2014","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","420064357532577792","","","in","","0","0","0","https://x.com/undefined/status/420064357532577792","221879267",
"420056857453924352","Mon Jan 06 04:58:53 +0000 2014","1","Stress tingkat dewa 1 fase lagi menuju zona depresi..","420056857453924352","","","in","","0","0","0","https://x.com/undefined/status/420056857453924352","2241026414",
"420016906834178048","Mon Jan 06 02:20:08 +0000 2014","0","Kacau lho Yaz. Dari tadi ngoceh kayak orang gila; depresi atau malah jangan-jangan naksir sih? Diaz #Hanafiah #LukisanHujan","420016906834178048","","","in","","0","1","8","https://x.com/undefined/status/420016906834178048","34252697",
"419999544386916352","Mon Jan 06 01:11:09 +0000 2014","0","Wah! Buku Bisa Sembuhkan Depresi http://t.co/yI4IyCcBjn","419999544386916352","","","in","","0","0","0","https://x.com/undefined/status/419999544386916352","276382129",
"419946598429638656","Sun Jan 05 21:40:45 +0000 2014","27","Mendengarkan musik benar-benar dapat mengurangi rasa sakit kronis hingga 20% dan membantu meringankan depresi hingga 25% #PIDinfo","419946598429638656","","","in","","0","2","376","https://x.com/undefined/status/419946598429638656","614166112",
"419917280236273666","Sun Jan 05 19:44:15 +0000 2014","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","419917280236273666","","","in","","0","0","0","https://x.com/undefined/status/419917280236273666","221879267",
"419884426642735104","Sun Jan 05 17:35:57 +0000 2014","0",":( @revianawisda: Aku dong :( RT radenrauf: Konon katanya orang yg butuh byk bantal buat bisa tidur itu orang yg gampang stress dan depresi","419884992273997824","","revianawisda","in","","0","0","0","https://x.com/undefined/status/419884992273997824","26970305",
"419884862422532096","Sun Jan 05 17:35:26 +0000 2014","0",":( @GheyGembala: Gw donk | radenrauf: Konon katanya orang yg butuh banyak bantal buat bisa tidur itu orang yg gampang stress dan depresi. ","419884862422532096","","GheyGembala","in","","0","0","0","https://x.com/undefined/status/419884862422532096","26970305",
"419883270965170177","Sun Jan 05 17:29:07 +0000 2014","0","Kalo gitu gw tidur ga pake bantal ah biar keliatan jadi orang yg bikin stress dan bikin depresi orang lain :p","419883270965170177","","","in","","0","0","0","https://x.com/undefined/status/419883270965170177","26970305",
"419883027150299136","Sun Jan 05 17:28:09 +0000 2014","0","Konon katanya orang yg butuh banyak bantal buat bisa tidur itu orang yg gampang stress dan depresi.","419883027150299136","","","in","","0","0","0","https://x.com/undefined/status/419883027150299136","26970305",
"419843080284413953","Sun Jan 05 14:49:25 +0000 2014","0","#LM Depresi Mania - @suckerheadband #ngerock with @aninakarin @nonebetawie","419843080284413953","","","ht","","0","0","0","https://x.com/undefined/status/419843080284413953","83979098",
"419803517088325632","Sun Jan 05 12:12:12 +0000 2014","4","Inilah 5 variasi tipe kebosanan. Dari yang menyenangkan sampai yang mengacu kepada depresi. Ketahui lebih jauh via http://t.co/PPylhTs15p","419803517088325632","","","in","","0","0","15","https://x.com/undefined/status/419803517088325632","36904795",
"419782392199798784","Sun Jan 05 10:48:16 +0000 2014","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","419782392199798784","","","in","","0","0","0","https://x.com/undefined/status/419782392199798784","221879267",
"419704551516565508","Sun Jan 05 05:38:57 +0000 2014","8","haha RT @Mimakersdepok: Hai mblo...kalo jomblo jangan sampe depresi kaya gini ya... http://t.co/hugACpSCVp","419704551516565508","https://pbs.twimg.com/media/BdMV8E3CMAAsQwt.jpg","","in","","0","9","103","https://x.com/undefined/status/419704551516565508","813561294",
"419688324106694657","Sun Jan 05 04:34:28 +0000 2014","3","Peneliti di University of Birmingham menemukan bahwa ecstasy dan obat anti depresi (Prozac) berpotensi melawan/membunuh sel kanker darah.","419688324106694657","","","in","","0","1","30","https://x.com/undefined/status/419688324106694657","600155513",
"419644733808705536","Sun Jan 05 01:41:15 +0000 2014","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","419644733808705536","","","in","","0","0","0","https://x.com/undefined/status/419644733808705536","221879267",
"419627110911987712","Sun Jan 05 00:31:14 +0000 2014","17","Menonton TV sampai larut malam dan membiarkan TV tetap hidup saat tertidur membuat Anda berisiko mengalami depresi. #Psikologi","419627110911987712","","","in","","0","6","313","https://x.com/undefined/status/419627110911987712","614166112",
"419621066965651456","Sun Jan 05 00:07:13 +0000 2014","0","Merokok Membuat Sulit Tidur dan Timbulkan Depresi http://t.co/HxayfLqUC0","419621066965651456","","","in","","0","1","9","https://x.com/undefined/status/419621066965651456","118646322",
"419507554918862848","Sat Jan 04 16:36:09 +0000 2014","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","419507554918862848","","","in","","0","0","0","https://x.com/undefined/status/419507554918862848","221879267",
"419465873519558657","Sat Jan 04 13:50:32 +0000 2014","23","Mereka yang dapat mengekspresikan diri dengan baik akan terhindar dari depresi dan stres. #PIDinfo","419465873519558657","","","in","","0","7","284","https://x.com/undefined/status/419465873519558657","614166112",
"419430066083225600","Sat Jan 04 11:28:15 +0000 2014","1","Pikiran lagi kacau stres dan depresi berat karena jomblo? Ingat Adam Young juga jomblo tetap positif thinking yak.. #HootTips","419430066083225600","","","in","","0","0","3","https://x.com/undefined/status/419430066083225600","1014818894",
"418451578756952064","Wed Jan 01 18:40:05 +0000 2014","2","Depresi Seorang WNA Lompat dari Lantai 20 Apartemenya http://t.co/CrZSpkp2Gs","418451578756952064","","","in","","0","7","24","https://x.com/undefined/status/418451578756952064","69183155",
"418443872059277312","Wed Jan 01 18:09:28 +0000 2014","0","Durian mengandung banyak asam amino triptofan yang berguna untuk mengurangi rasa gelisah depresi dan mengobati insomnia.","418443872059277312","","","in","","0","0","0","https://x.com/undefined/status/418443872059277312","221879267",
"418438499084161024","Wed Jan 01 17:48:07 +0000 2014","0","Salah satu penyakit yang gejalanya sangat mirip dengan demensia (pikun) khususnya usia lanjut adalah depresi. http://t.co/9Pu0oVVen0","418438499084161024","","","in","","0","0","6","https://x.com/undefined/status/418438499084161024","36904795",
"418397209378308096","Wed Jan 01 15:04:02 +0000 2014","0","WN China Jatuh dari Apartemen Hayam Wuruk Diduga Depresi http://t.co/Cnwbt9juEY","418397209378308096","","","in","","0","1","4","https://x.com/undefined/status/418397209378308096","47596019",
"418376572429561856","Wed Jan 01 13:42:02 +0000 2014","0","Depresi Pemuda Bengkalis Tewas Tenggak Racun http://t.co/9v8xwUUJvE (HalloRiau)","418376572429561856","","","in","","0","0","1","https://x.com/undefined/status/418376572429561856","172425532",
"418267932037500928","Wed Jan 01 06:30:20 +0000 2014","2","Mereka yang baru saja menikah memiliki skor skala depresi 3 42 poin lebih rendah dibandingkan dengan mereka yang belum menikah. #Info","418267932037500928","","","in","","0","2","26","https://x.com/undefined/status/418267932037500928","583719445",
"418250865481228288","Wed Jan 01 05:22:31 +0000 2014","0","18. Sehingga dapat membantu kita lebih memahami perasaan emosi seperti depresi dan rasa cemas ","418250865481228288","","","in","","0","0","0","https://x.com/undefined/status/418250865481228288","2256063276",
